# Or's compilation of empirically constrained SFR(z) curves
# using a diet-Salpeter IMF
# (1) - redshift 
# (2) - Yuksel+ 08 
# (3) - Bouwens+ 10 without dust correction
# (4) - Bouwens+ 10 with dust correction
# (5) - Oda+. 08, lower limit
# (6) - Oda+ 08, upper limit
# (7) - Hopkins & Beacom 06 (Cole+ 01 fit)
# (8) - Giavalisco+ 04
# (9) - Behroozi+ 13
#    z               Y08        B10raw             B10corr       oda08lowlim    oda08uplim        HB06           G04               B13
   4.9000000e+00   1.3587419e-01   1.5777277e-02   2.5836462e-02   1.6508584e-02   2.8448000e-01   5.0160403e-02   1.2359613e-01   3.3792831e-02
   4.9100000e+00   1.3580517e-01   1.5701845e-02   2.5662039e-02   1.6452765e-02   2.8448000e-01   4.9778575e-02   1.2339215e-01   3.3605854e-02
   4.9200000e+00   1.3573631e-01   1.5626900e-02   2.5489086e-02   1.6397228e-02   2.8448000e-01   4.9399870e-02   1.2318835e-01   3.3419911e-02
   4.9300000e+00   1.3566760e-01   1.5552438e-02   2.5317587e-02   1.6341972e-02   2.8448000e-01   4.9024266e-02   1.2298473e-01   3.3234996e-02
   4.9400000e+00   1.3559904e-01   1.5478455e-02   2.5147528e-02   1.6286995e-02   2.8448000e-01   4.8651741e-02   1.2278128e-01   3.3051103e-02
   4.9500000e+00   1.3553063e-01   1.5404948e-02   2.4978895e-02   1.6232295e-02   2.8448000e-01   4.8282273e-02   1.2257802e-01   3.2868227e-02
   4.9600000e+00   1.3546237e-01   1.5331913e-02   2.4811673e-02   1.6177870e-02   2.8448000e-01   4.7915840e-02   1.2237495e-01   3.2686363e-02
   4.9700000e+00   1.3539426e-01   1.5259345e-02   2.4645848e-02   1.6123718e-02   2.8448000e-01   4.7552419e-02   1.2217207e-01   3.2505504e-02
   4.9800000e+00   1.3532630e-01   1.5187242e-02   2.4481406e-02   1.6069838e-02   2.8448000e-01   4.7191988e-02   1.2196938e-01   3.2325645e-02
   4.9900000e+00   1.3525848e-01   1.5115599e-02   2.4318333e-02   1.6016227e-02   2.8448000e-01   4.6834526e-02   1.2176688e-01   3.2146781e-02
   5.0000000e+00   1.3519081e-01   1.5044412e-02   2.4156615e-02   1.5962884e-02   2.8448000e-01   4.6480010e-02   1.2156458e-01   3.1968906e-02
   5.0100000e+00   1.3512329e-01   1.4973678e-02   2.3996240e-02   1.5909807e-02   2.8448000e-01   4.6128419e-02   1.2136247e-01   3.1792014e-02
   5.0200000e+00   1.3505592e-01   1.4903394e-02   2.3837193e-02   1.5856995e-02   2.8448000e-01   4.5779729e-02   1.2116057e-01   3.1616101e-02
   5.0300000e+00   1.3498868e-01   1.4833556e-02   2.3679462e-02   1.5804444e-02   2.8448000e-01   4.5433920e-02   1.2095888e-01   3.1441160e-02
   5.0400000e+00   1.3492160e-01   1.4764159e-02   2.3523034e-02   1.5752155e-02   2.8448000e-01   4.5090970e-02   1.2075739e-01   3.1267187e-02
   5.0500000e+00   1.3485466e-01   1.4695201e-02   2.3367895e-02   1.5700125e-02   2.8448000e-01   4.4750856e-02   1.2055611e-01   3.1094176e-02
   5.0600000e+00   1.3478786e-01   1.4626679e-02   2.3214033e-02   1.5648352e-02   2.8448000e-01   4.4413558e-02   1.2035504e-01   3.0922122e-02
   5.0700000e+00   1.3472120e-01   1.4558588e-02   2.3061435e-02   1.5596835e-02   2.8448000e-01   4.4079052e-02   1.2015418e-01   3.0751020e-02
   5.0800000e+00   1.3465469e-01   1.4490926e-02   2.2910089e-02   1.5545572e-02   2.8448000e-01   4.3747319e-02   1.1995354e-01   3.0580864e-02
   5.0900000e+00   1.3458832e-01   1.4423688e-02   2.2759982e-02   1.5494561e-02   2.8448000e-01   4.3418336e-02   1.1975312e-01   3.0411649e-02
   5.1000000e+00   1.3452209e-01   1.4356872e-02   2.2611103e-02   1.5443801e-02   2.8448000e-01   4.3092082e-02   1.1955291e-01   3.0243369e-02
   5.1100000e+00   1.3445600e-01   1.4290474e-02   2.2463439e-02   1.5393290e-02   2.8448000e-01   4.2768535e-02   1.1935293e-01   3.0076021e-02
   5.1200000e+00   1.3439006e-01   1.4224491e-02   2.2316979e-02   1.5343026e-02   2.8448000e-01   4.2447675e-02   1.1915318e-01   2.9909598e-02
   5.1300000e+00   1.3432425e-01   1.4158919e-02   2.2171710e-02   1.5293008e-02   2.8448000e-01   4.2129480e-02   1.1895365e-01   2.9744096e-02
   5.1400000e+00   1.3425858e-01   1.4093757e-02   2.2027621e-02   1.5243234e-02   2.8448000e-01   4.1813928e-02   1.1875435e-01   2.9579509e-02
   5.1500000e+00   1.3419305e-01   1.4028999e-02   2.1884701e-02   1.5193703e-02   2.8448000e-01   4.1501000e-02   1.1855528e-01   2.9415832e-02
   5.1600000e+00   1.3412766e-01   1.3964643e-02   2.1742939e-02   1.5144413e-02   2.8448000e-01   4.1190673e-02   1.1835644e-01   2.9253061e-02
   5.1700000e+00   1.3406241e-01   1.3900686e-02   2.1602322e-02   1.5095362e-02   2.8448000e-01   4.0882928e-02   1.1815784e-01   2.9091190e-02
   5.1800000e+00   1.3399729e-01   1.3837125e-02   2.1462840e-02   1.5046549e-02   2.8448000e-01   4.0577743e-02   1.1795947e-01   2.8930215e-02
   5.1900000e+00   1.3393231e-01   1.3773957e-02   2.1324482e-02   1.4997973e-02   2.8448000e-01   4.0275098e-02   1.1776134e-01   2.8770130e-02
   5.2000000e+00   1.3386747e-01   1.3711178e-02   2.1187237e-02   1.4949631e-02   2.8448000e-01   3.9974972e-02   1.1756345e-01   2.8610930e-02
   5.2100000e+00   1.3380276e-01   1.3648786e-02   2.1051095e-02   1.4901523e-02   2.8448000e-01   3.9677346e-02   1.1736581e-01   2.8452612e-02
   5.2200000e+00   1.3373819e-01   1.3586778e-02   2.0916044e-02   1.4853647e-02   2.8448000e-01   3.9382197e-02   1.1716840e-01   2.8295169e-02
   5.2300000e+00   1.3367375e-01   1.3525150e-02   2.0782075e-02   1.4806001e-02   2.8448000e-01   3.9089507e-02   1.1697125e-01   2.8138596e-02
   5.2400000e+00   1.3360945e-01   1.3463900e-02   2.0649176e-02   1.4758584e-02   2.8448000e-01   3.8799255e-02   1.1677433e-01   2.7982890e-02
   5.2500000e+00   1.3354528e-01   1.3403024e-02   2.0517338e-02   1.4711394e-02   2.8448000e-01   3.8511421e-02   1.1657767e-01   2.7828046e-02
   5.2600000e+00   1.3348125e-01   1.3342521e-02   2.0386551e-02   1.4664430e-02   2.8448000e-01   3.8225985e-02   1.1638126e-01   2.7674058e-02
   5.2700000e+00   1.3341735e-01   1.3282387e-02   2.0256804e-02   1.4617691e-02   2.8448000e-01   3.7942928e-02   1.1618510e-01   2.7520922e-02
   5.2800000e+00   1.3335358e-01   1.3222618e-02   2.0128087e-02   1.4571175e-02   2.8448000e-01   3.7662229e-02   1.1598920e-01   2.7368633e-02
   5.2900000e+00   1.3328994e-01   1.3163214e-02   2.0000392e-02   1.4524880e-02   2.8448000e-01   3.7383869e-02   1.1579355e-01   2.7217186e-02
   5.3000000e+00   1.3322643e-01   1.3104169e-02   1.9873707e-02   1.4478806e-02   2.8448000e-01   3.7107830e-02   1.1559816e-01   2.7066577e-02
   5.3100000e+00   1.3316306e-01   1.3045483e-02   1.9748024e-02   1.4432951e-02   2.8448000e-01   3.6834090e-02   1.1540302e-01   2.6916802e-02
   5.3200000e+00   1.3309981e-01   1.2987152e-02   1.9623333e-02   1.4387313e-02   2.8448000e-01   3.6562632e-02   1.1520815e-01   2.6767855e-02
   5.3300000e+00   1.3303669e-01   1.2929173e-02   1.9499624e-02   1.4341892e-02   2.8448000e-01   3.6293436e-02   1.1501354e-01   2.6619732e-02
   5.3400000e+00   1.3297371e-01   1.2871544e-02   1.9376889e-02   1.4296685e-02   2.8448000e-01   3.6026482e-02   1.1481919e-01   2.6472429e-02
   5.3500000e+00   1.3291085e-01   1.2814262e-02   1.9255118e-02   1.4251691e-02   2.8448000e-01   3.5761753e-02   1.1462510e-01   2.6325940e-02
   5.3600000e+00   1.3284812e-01   1.2757325e-02   1.9134302e-02   1.4206910e-02   2.8448000e-01   3.5499230e-02   1.1443128e-01   2.6180262e-02
   5.3700000e+00   1.3278552e-01   1.2700729e-02   1.9014432e-02   1.4162339e-02   2.8448000e-01   3.5238893e-02   1.1423773e-01   2.6035390e-02
   5.3800000e+00   1.3272305e-01   1.2644473e-02   1.8895499e-02   1.4117978e-02   2.8448000e-01   3.4980724e-02   1.1404445e-01   2.5891319e-02
   5.3900000e+00   1.3266071e-01   1.2588553e-02   1.8777495e-02   1.4073825e-02   2.8448000e-01   3.4724705e-02   1.1385143e-01   2.5748046e-02
   5.4000000e+00   1.3259849e-01   1.2532968e-02   1.8660410e-02   1.4029879e-02   2.8448000e-01   3.4470818e-02   1.1365869e-01   2.5605565e-02
   5.4100000e+00   1.3253639e-01   1.2477714e-02   1.8544237e-02   1.3986138e-02   2.8448000e-01   3.4219044e-02   1.1346622e-01   2.5463873e-02
   5.4200000e+00   1.3247443e-01   1.2422789e-02   1.8428966e-02   1.3942601e-02   2.8448000e-01   3.3969366e-02   1.1327402e-01   2.5322964e-02
   5.4300000e+00   1.3241259e-01   1.2368192e-02   1.8314590e-02   1.3899267e-02   2.8448000e-01   3.3721765e-02   1.1308210e-01   2.5182835e-02
   5.4400000e+00   1.3235087e-01   1.2313918e-02   1.8201099e-02   1.3856136e-02   2.8448000e-01   3.3476224e-02   1.1289045e-01   2.5043481e-02
   5.4500000e+00   1.3228928e-01   1.2259966e-02   1.8088486e-02   1.3813204e-02   2.8448000e-01   3.3232726e-02   1.1269908e-01   2.4904899e-02
   5.4600000e+00   1.3222781e-01   1.2206333e-02   1.7976743e-02   1.3770472e-02   2.8448000e-01   3.2991251e-02   1.1250799e-01   2.4767083e-02
   5.4700000e+00   1.3216647e-01   1.2153018e-02   1.7865862e-02   1.3727938e-02   2.8448000e-01   3.2751784e-02   1.1231717e-01   2.4630029e-02
   5.4800000e+00   1.3210524e-01   1.2100017e-02   1.7755833e-02   1.3685600e-02   2.8448000e-01   3.2514307e-02   1.1212552e-01   2.4493734e-02
   5.4900000e+00   1.3204415e-01   1.2047329e-02   1.7646651e-02   1.3643458e-02   2.8448000e-01   3.2278802e-02   1.1193525e-01   2.4358193e-02
   5.5000000e+00   1.3198317e-01   1.1994950e-02   1.7538307e-02   1.3601511e-02   2.8448000e-01   3.2045254e-02   1.1174527e-01   2.4223402e-02
   5.5100000e+00   1.3192231e-01   1.1942880e-02   1.7430792e-02   1.3559756e-02   2.8448000e-01   3.1813644e-02   1.1155557e-01   2.4089357e-02
   5.5200000e+00   1.3186158e-01   1.1891114e-02   1.7324101e-02   1.3518194e-02   2.8448000e-01   3.1583956e-02   1.1136616e-01   2.3956053e-02
   5.5300000e+00   1.3180097e-01   1.1839652e-02   1.7218224e-02   1.3476822e-02   2.8448000e-01   3.1356173e-02   1.1117703e-01   2.3823487e-02
   5.5400000e+00   1.3174048e-01   1.1788491e-02   1.7113155e-02   1.3435640e-02   2.8448000e-01   3.1130279e-02   1.1098819e-01   2.3691654e-02
   5.5500000e+00   1.3168011e-01   1.1737629e-02   1.7008887e-02   1.3394647e-02   2.8448000e-01   3.0906258e-02   1.1079964e-01   2.3560551e-02
   5.5600000e+00   1.3161985e-01   1.1687063e-02   1.6905411e-02   1.3353840e-02   2.8448000e-01   3.0684093e-02   1.1061137e-01   2.3430173e-02
   5.5700000e+00   1.3155972e-01   1.1636792e-02   1.6802721e-02   1.3313220e-02   2.8448000e-01   3.0463768e-02   1.1042340e-01   2.3300517e-02
   5.5800000e+00   1.3149971e-01   1.1586812e-02   1.6700809e-02   1.3272785e-02   2.8448000e-01   3.0245266e-02   1.1023571e-01   2.3171578e-02
   5.5900000e+00   1.3143981e-01   1.1537123e-02   1.6599669e-02   1.3232534e-02   2.8448000e-01   3.0028573e-02   1.1004831e-01   2.3043352e-02
   5.6000000e+00   1.3138004e-01   1.1487722e-02   1.6499293e-02   1.3192466e-02   2.8448000e-01   2.9813672e-02   1.0986121e-01   2.2915836e-02
   5.6100000e+00   1.3132038e-01   1.1438607e-02   1.6399675e-02   1.3152580e-02   2.8448000e-01   2.9600548e-02   1.0967440e-01   2.2789026e-02
   5.6200000e+00   1.3126083e-01   1.1389775e-02   1.6300808e-02   1.3112874e-02   2.8448000e-01   2.9389184e-02   1.0948788e-01   2.2662917e-02
   5.6300000e+00   1.3120141e-01   1.1341225e-02   1.6202684e-02   1.3073347e-02   2.8448000e-01   2.9179566e-02   1.0930166e-01   2.2537506e-02
   5.6400000e+00   1.3114210e-01   1.1292955e-02   1.6105298e-02   1.3033999e-02   2.8448000e-01   2.8971679e-02   1.0911573e-01   2.2412789e-02
   5.6500000e+00   1.3108291e-01   1.1244962e-02   1.6008642e-02   1.2994829e-02   2.8448000e-01   2.8765506e-02   1.0893010e-01   2.2288762e-02
   5.6600000e+00   1.3102383e-01   1.1197245e-02   1.5912711e-02   1.2955835e-02   2.8448000e-01   2.8561034e-02   1.0874476e-01   2.2165421e-02
   5.6700000e+00   1.3096487e-01   1.1149802e-02   1.5817497e-02   1.2917016e-02   2.8448000e-01   2.8358247e-02   1.0855972e-01   2.2042763e-02
   5.6800000e+00   1.3090602e-01   1.1102630e-02   1.5722994e-02   1.2878371e-02   2.8448000e-01   2.8157130e-02   1.0837498e-01   2.1920783e-02
   5.6900000e+00   1.3084729e-01   1.1055728e-02   1.5629195e-02   1.2839899e-02   2.8448000e-01   2.7957669e-02   1.0819053e-01   2.1799479e-02
   5.7000000e+00   1.3078867e-01   1.1009094e-02   1.5536095e-02   1.2801600e-02   2.8448000e-01   2.7759849e-02   1.0800639e-01   2.1678845e-02
   5.7100000e+00   1.3073016e-01   1.0962725e-02   1.5443688e-02   1.2763472e-02   2.8448000e-01   2.7563655e-02   1.0782255e-01   2.1558879e-02
   5.7200000e+00   1.3067177e-01   1.0916620e-02   1.5351966e-02   1.2725513e-02   2.8448000e-01   2.7369074e-02   1.0763900e-01   2.1439577e-02
   5.7300000e+00   1.3061349e-01   1.0870778e-02   1.5260924e-02   1.2687724e-02   2.8448000e-01   2.7176091e-02   1.0745576e-01   2.1320935e-02
   5.7400000e+00   1.3055532e-01   1.0825195e-02   1.5170556e-02   1.2650103e-02   2.8448000e-01   2.6984691e-02   1.0727282e-01   2.1202950e-02
   5.7500000e+00   1.3049727e-01   1.0779871e-02   1.5080856e-02   1.2612649e-02   2.8448000e-01   2.6794862e-02   1.0709018e-01   2.1085617e-02
   5.7600000e+00   1.3043933e-01   1.0734804e-02   1.4991818e-02   1.2575361e-02   2.8448000e-01   2.6606589e-02   1.0690784e-01   2.0968934e-02
   5.7700000e+00   1.3038150e-01   1.0689991e-02   1.4903436e-02   1.2538238e-02   2.8448000e-01   2.6419858e-02   1.0672581e-01   2.0852896e-02
   5.7800000e+00   1.3032377e-01   1.0645430e-02   1.4815705e-02   1.2501280e-02   2.8448000e-01   2.6234655e-02   1.0654408e-01   2.0737501e-02
   5.7900000e+00   1.3026616e-01   1.0601121e-02   1.4728618e-02   1.2464484e-02   2.8448000e-01   2.6050968e-02   1.0636265e-01   2.0622744e-02
   5.8000000e+00   1.3020866e-01   1.0557061e-02   1.4642170e-02   1.2427851e-02   2.8448000e-01   2.5868783e-02   1.0618153e-01   2.0508622e-02
   5.8100000e+00   1.3015127e-01   1.0513248e-02   1.4556355e-02   1.2391379e-02   2.8448000e-01   2.5688086e-02   1.0600072e-01   2.0395131e-02
   5.8200000e+00   1.3009399e-01   1.0469682e-02   1.4471168e-02   1.2355067e-02   2.8448000e-01   2.5508865e-02   1.0582021e-01   2.0282269e-02
   5.8300000e+00   1.3003682e-01   1.0426359e-02   1.4386603e-02   1.2318915e-02   2.8448000e-01   2.5331106e-02   1.0564001e-01   2.0170031e-02
   5.8400000e+00   1.2997976e-01   1.0383278e-02   1.4302656e-02   1.2282921e-02   2.8448000e-01   2.5154796e-02   1.0546011e-01   2.0058414e-02
   5.8500000e+00   1.2992280e-01   1.0340438e-02   1.4219319e-02   1.2247085e-02   2.8448000e-01   2.4979923e-02   1.0528052e-01   1.9947414e-02
   5.8600000e+00   1.2986596e-01   1.0297837e-02   1.4136589e-02   1.2211405e-02   2.8448000e-01   2.4806473e-02   1.0510124e-01   1.9837029e-02
   5.8700000e+00   1.2980922e-01   1.0255473e-02   1.4054459e-02   1.2175881e-02   2.8448000e-01   2.4634434e-02   1.0492226e-01   1.9727255e-02
   5.8800000e+00   1.2975259e-01   1.0213344e-02   1.3972925e-02   1.2140511e-02   2.8448000e-01   2.4463794e-02   1.0474360e-01   1.9618088e-02
   5.8900000e+00   1.2969606e-01   1.0171450e-02   1.3891982e-02   1.2105296e-02   2.8448000e-01   2.4294541e-02   1.0456524e-01   1.9509525e-02
   5.9000000e+00   1.2963964e-01   1.0129787e-02   1.3811623e-02   1.2070234e-02   2.8448000e-01   2.4126661e-02   1.0438719e-01   1.9401563e-02
   5.9100000e+00   1.2958333e-01   1.0088356e-02   1.3731845e-02   1.2035323e-02   2.8448000e-01   2.3960142e-02   1.0420945e-01   1.9294198e-02
   5.9200000e+00   1.2952713e-01   1.0047153e-02   1.3652642e-02   1.2000564e-02   2.8448000e-01   2.3794974e-02   1.0403202e-01   1.9187428e-02
   5.9300000e+00   1.2947103e-01   1.0006177e-02   1.3574009e-02   1.1965956e-02   2.8448000e-01   2.3631143e-02   1.0385490e-01   1.9081248e-02
   5.9400000e+00   1.2941503e-01   9.9654280e-03   1.3495942e-02   1.1931496e-02   2.8448000e-01   2.3468638e-02   1.0367809e-01   1.8975656e-02
   5.9500000e+00   1.2935914e-01   9.9249027e-03   1.3418435e-02   1.1897186e-02   2.8448000e-01   2.3307447e-02   1.0350160e-01   1.8870648e-02
   5.9600000e+00   1.2930335e-01   9.8846002e-03   1.3341484e-02   1.1863023e-02   2.8448000e-01   2.3147558e-02   1.0332541e-01   1.8766221e-02
   5.9700000e+00   1.2924767e-01   9.8445188e-03   1.3265083e-02   1.1829007e-02   2.8448000e-01   2.2988960e-02   1.0314953e-01   1.8662373e-02
   5.9800000e+00   1.2919209e-01   9.8046571e-03   1.3189229e-02   1.1795138e-02   2.8448000e-01   2.2831641e-02   1.0297396e-01   1.8559098e-02
   5.9900000e+00   1.2913662e-01   9.7650135e-03   1.3113916e-02   1.1761413e-02   2.8448000e-01   2.2675591e-02   1.0279871e-01   1.8456396e-02
   6.0000000e+00   1.2908125e-01   9.7255865e-03   1.3039139e-02   1.1727833e-02   2.8448000e-01   2.2520797e-02   1.0262377e-01   1.8354261e-02
   6.0100000e+00   1.2902598e-01   9.6863747e-03   1.2964895e-02   1.1694397e-02   2.8448000e-01   2.2367248e-02   1.0244914e-01   1.8252692e-02
   6.0200000e+00   1.2897081e-01   9.6473765e-03   1.2891179e-02   1.1661103e-02   2.8448000e-01   2.2214935e-02   1.0227482e-01   1.8151685e-02
   6.0300000e+00   1.2891574e-01   9.6085905e-03   1.2817986e-02   1.1627951e-02   2.8448000e-01   2.2063844e-02   1.0210081e-01   1.8051236e-02
   6.0400000e+00   1.2886078e-01   9.5700153e-03   1.2745311e-02   1.1594941e-02   2.8448000e-01   2.1913967e-02   1.0192712e-01   1.7951344e-02
   6.0500000e+00   1.2880592e-01   9.5316493e-03   1.2673151e-02   1.1562071e-02   2.8448000e-01   2.1765291e-02   1.0175374e-01   1.7852004e-02
   6.0600000e+00   1.2875116e-01   9.4934912e-03   1.2601501e-02   1.1529340e-02   2.8448000e-01   2.1617807e-02   1.0158067e-01   1.7753214e-02
   6.0700000e+00   1.2869650e-01   9.4555395e-03   1.2530357e-02   1.1496748e-02   2.8448000e-01   2.1471503e-02   1.0140792e-01   1.7654971e-02
   6.0800000e+00   1.2864194e-01   9.4177929e-03   1.2459713e-02   1.1464295e-02   2.8448000e-01   2.1326370e-02   1.0123548e-01   1.7557271e-02
   6.0900000e+00   1.2858748e-01   9.3802499e-03   1.2389567e-02   1.1431978e-02   2.8448000e-01   2.1182397e-02   1.0106335e-01   1.7460112e-02
   6.1000000e+00   1.2853312e-01   9.3429092e-03   1.2319914e-02   1.1399798e-02   2.8448000e-01   2.1039573e-02   1.0089153e-01   1.7363491e-02
   6.1100000e+00   1.2847886e-01   9.3057694e-03   1.2250750e-02   1.1367754e-02   2.8448000e-01   2.0897889e-02   1.0072003e-01   1.7267404e-02
   6.1200000e+00   1.2842470e-01   9.2688291e-03   1.2182071e-02   1.1335844e-02   2.8448000e-01   2.0757334e-02   1.0054884e-01   1.7171849e-02
   6.1300000e+00   1.2837064e-01   9.2320869e-03   1.2113872e-02   1.1304069e-02   2.8448000e-01   2.0617898e-02   1.0037797e-01   1.7076823e-02
   6.1400000e+00   1.2831667e-01   9.1955417e-03   1.2046149e-02   1.1272427e-02   2.8448000e-01   2.0479571e-02   1.0020741e-01   1.6982323e-02
   6.1500000e+00   1.2826281e-01   9.1591919e-03   1.1978899e-02   1.1240918e-02   2.8448000e-01   2.0342345e-02   1.0003716e-01   1.6888345e-02
   6.1600000e+00   1.2820904e-01   9.1230363e-03   1.1912118e-02   1.1209541e-02   2.8448000e-01   2.0206208e-02   9.9867229e-02   1.6794888e-02
   6.1700000e+00   1.2815537e-01   9.0870736e-03   1.1845802e-02   1.1178294e-02   2.8448000e-01   2.0071151e-02   9.9697610e-02   1.6701948e-02
   6.1800000e+00   1.2810180e-01   9.0513025e-03   1.1779946e-02   1.1147179e-02   2.8448000e-01   1.9937165e-02   9.9528306e-02   1.6609522e-02
   6.1900000e+00   1.2804832e-01   9.0157217e-03   1.1714548e-02   1.1116193e-02   2.8448000e-01   1.9804240e-02   9.9359315e-02   1.6517607e-02
   6.2000000e+00   1.2799494e-01   8.9803299e-03   1.1649602e-02   1.1085336e-02   2.8448000e-01   1.9672367e-02   9.9190638e-02   1.6426202e-02
   6.2100000e+00   1.2794166e-01   8.9451259e-03   1.1585106e-02   1.1054608e-02   2.8448000e-01   1.9541536e-02   9.9022275e-02   1.6335302e-02
   6.2200000e+00   1.2788847e-01   8.9101084e-03   1.1521056e-02   1.1024007e-02   2.8448000e-01   1.9411739e-02   9.8854227e-02   1.6244905e-02
   6.2300000e+00   1.2783538e-01   8.8752761e-03   1.1457448e-02   1.0993532e-02   2.8448000e-01   1.9282966e-02   9.8686492e-02   1.6155008e-02
   6.2400000e+00   1.2778238e-01   8.8406279e-03   1.1394278e-02   1.0963185e-02   2.8448000e-01   1.9155208e-02   9.8519071e-02   1.6065609e-02
   6.2500000e+00   1.2772948e-01   8.8061625e-03   1.1331543e-02   1.0932962e-02   2.8448000e-01   1.9028456e-02   9.8351964e-02   1.5976704e-02
   6.2600000e+00   1.2767668e-01   8.7718787e-03   1.1269239e-02   1.0902865e-02   2.8448000e-01   1.8902701e-02   9.8185172e-02   1.5888291e-02
   6.2700000e+00   1.2762397e-01   8.7377753e-03   1.1207363e-02   1.0872891e-02   2.8448000e-01   1.8777935e-02   9.8018693e-02   1.5800368e-02
   6.2800000e+00   1.2757135e-01   8.7038511e-03   1.1145911e-02   1.0843041e-02   2.8448000e-01   1.8654149e-02   9.7852527e-02   1.5712931e-02
   6.2900000e+00   1.2751882e-01   8.6701049e-03   1.1084879e-02   1.0813314e-02   2.8448000e-01   1.8531334e-02   9.7686676e-02   1.5625978e-02
   6.3000000e+00   1.2746639e-01   8.6365355e-03   1.1024265e-02   1.0783708e-02   2.8448000e-01   1.8409481e-02   9.7521138e-02   1.5539507e-02
   6.3100000e+00   1.2741406e-01   8.6031417e-03   1.0964064e-02   1.0754225e-02   2.8448000e-01   1.8288583e-02   9.7355914e-02   1.5453513e-02
   6.3200000e+00   1.2736181e-01   8.5699225e-03   1.0904274e-02   1.0724862e-02   2.8448000e-01   1.8168630e-02   9.7191004e-02   1.5367996e-02
   6.3300000e+00   1.2730966e-01   8.5368767e-03   1.0844891e-02   1.0695619e-02   2.8448000e-01   1.8049614e-02   9.7026407e-02   1.5282952e-02
   6.3400000e+00   1.2725760e-01   8.5040030e-03   1.0785911e-02   1.0666495e-02   2.8448000e-01   1.7931528e-02   9.6862123e-02   1.5198378e-02
   6.3500000e+00   1.2720564e-01   8.4713005e-03   1.0727332e-02   1.0637490e-02   2.8448000e-01   1.7814363e-02   9.6698153e-02   1.5114273e-02
   6.3600000e+00   1.2715376e-01   8.4387679e-03   1.0669150e-02   1.0608604e-02   2.8448000e-01   1.7698111e-02   9.6534496e-02   1.5030633e-02
   6.3700000e+00   1.2710198e-01   8.4064041e-03   1.0611362e-02   1.0579835e-02   2.8448000e-01   1.7582763e-02   9.6371151e-02   1.4947456e-02
   6.3800000e+00   1.2705029e-01   8.3742081e-03   1.0553965e-02   1.0551182e-02   2.8448000e-01   1.7468313e-02   9.6208120e-02   1.4864739e-02
   6.3900000e+00   1.2699869e-01   8.3421788e-03   1.0496955e-02   1.0522647e-02   2.8448000e-01   1.7354751e-02   9.6045402e-02   1.4782479e-02
   6.4000000e+00   1.2694718e-01   8.3103150e-03   1.0440330e-02   1.0494226e-02   2.8448000e-01   1.7242071e-02   9.5882996e-02   1.4700675e-02
   6.4100000e+00   1.2689576e-01   8.2786158e-03   1.0384085e-02   1.0465921e-02   2.8448000e-01   1.7130265e-02   9.5720902e-02   1.4619324e-02
   6.4200000e+00   1.2684443e-01   8.2470799e-03   1.0328220e-02   1.0437730e-02   2.8448000e-01   1.7019324e-02   9.5559121e-02   1.4538423e-02
   6.4300000e+00   1.2679319e-01   8.2157064e-03   1.0272729e-02   1.0409652e-02   2.8448000e-01   1.6909242e-02   9.5397652e-02   1.4457969e-02
   6.4400000e+00   1.2674204e-01   8.1844942e-03   1.0217611e-02   1.0381688e-02   2.8448000e-01   1.6800010e-02   9.5236495e-02   1.4377961e-02
   6.4500000e+00   1.2669097e-01   8.1534423e-03   1.0162861e-02   1.0353837e-02   2.8448000e-01   1.6691622e-02   9.5075650e-02   1.4298396e-02
   6.4600000e+00   1.2664000e-01   8.1225496e-03   1.0108478e-02   1.0326097e-02   2.8448000e-01   1.6584070e-02   9.4915117e-02   1.4219270e-02
   6.4700000e+00   1.2658912e-01   8.0918151e-03   1.0054458e-02   1.0298469e-02   2.8448000e-01   1.6477347e-02   9.4754895e-02   1.4140583e-02
   6.4800000e+00   1.2653832e-01   8.0612378e-03   1.0000799e-02   1.0270951e-02   2.8448000e-01   1.6371445e-02   9.4594984e-02   1.4062331e-02
   6.4900000e+00   1.2648762e-01   8.0308167e-03   9.9474970e-03   1.0243544e-02   2.8448000e-01   1.6266358e-02   9.4435384e-02   1.3984512e-02
   6.5000000e+00   1.2643700e-01   8.0005507e-03   9.8945497e-03   1.0216246e-02   2.8448000e-01   1.6162077e-02   9.4276095e-02   1.3907124e-02
   6.5100000e+00   1.2638647e-01   7.9704388e-03   9.8419542e-03   1.0189057e-02   2.8448000e-01   1.6058598e-02   9.4117117e-02   1.3830164e-02
   6.5200000e+00   1.2633602e-01   7.9404802e-03   9.7897077e-03   1.0161976e-02   2.8448000e-01   1.5955911e-02   9.3958449e-02   1.3753630e-02
   6.5300000e+00   1.2628567e-01   7.9106737e-03   9.7378074e-03   1.0135004e-02   2.8448000e-01   1.5854010e-02   9.3800092e-02   1.3677519e-02
   6.5400000e+00   1.2623540e-01   7.8810185e-03   9.6862506e-03   1.0108138e-02   2.8448000e-01   1.5752890e-02   9.3642044e-02   1.3601830e-02
   6.5500000e+00   1.2618522e-01   7.8515135e-03   9.6350346e-03   1.0081379e-02   2.8448000e-01   1.5652541e-02   9.3484307e-02   1.3526560e-02
   6.5600000e+00   1.2613512e-01   7.8221578e-03   9.5841567e-03   1.0054727e-02   2.8448000e-01   1.5552959e-02   9.3326878e-02   1.3451706e-02
